INSTNM,UGDS,REGION,LOCALE,CCSIZSET,ADM_RATE,TUITFTE
Baker University,1436,4,31,10,0.8765,11993
Edgewood College,1435,3,11,10,0.7288,19262
Dominican College of Blauvelt,1433,2,21,10,0.7677,18100
Lawrence University,1431,3,13,11,0.6248,18536
Southwestern University,1430,6,21,11,0.4502,16828
Aquinas College,1428,3,12,11,0.6905,13038
Reinhardt University,1425,5,41,11,0.898,12417
Centre College,1425,5,32,11,0.7306,18606
Marian University,1417,3,13,10,0.6504,14410
Guilford College,1414,5,11,11,0.6447,12735
Saint Joseph's College of Maine,1412,1,41,10,0.8362,12717
Saint Mary's University of Minnesota,1409,4,32,13,0.9147,13209
Ursinus College,1406,2,21,11,0.7087,18792
East Texas Baptist University,1401,6,32,11,0.5449,12240
Washburn Institute of Technology,1398,4,12,-2,0.597,2592
Alma College,1396,3,32,11,0.6411,13489
University of Connecticut-Hartford Campus,1396,1,12,-2,0.9486,5886
Regis College,1395,1,21,11,0.7753,18368
Concorde Career College-Memphis,1394,5,11,2,0.9266,12009
Chowan University,1394,5,32,11,0.5929,10482
Lubbock Christian University,1393,6,11,10,0.8966,13988
Anderson University,1392,3,13,11,0.6502,14605
Florida Polytechnic University,1389,5,41,9,0.5066,1454
Our Lady of the Lake University,1383,6,11,10,0.9273,19461
Simpson College,1377,4,31,11,0.8423,14276
Rivier University,1376,1,13,10,0.7261,11779
Sarah Lawrence College,1369,2,21,11,0.5585,27450
Coe College,1369,4,12,11,0.6693,12726
Trinity Washington University,1364,2,11,9,0.9512,15182
Loras College,1361,4,13,11,0.9268,12634
Texas Lutheran University,1361,6,31,11,0.5428,10942
Tusculum University,1358,5,32,11,0.6629,8440
College for Creative Studies,1357,3,11,10,0.4216,25978
Bryn Mawr College,1353,2,21,11,0.3408,24505
Grace College and Theological Seminary,1353,3,32,11,0.8179,8479
Vermont Technical College,1350,1,43,10,0.6821,16206
Dordt University,1346,4,33,11,0.7316,14809
Linfield College-McMinnville Campus,1343,8,32,11,0.8104,20770
Washington College,1342,2,32,11,0.6357,21746
Notre Dame College,1340,3,21,10,0.8965,12656
Washington & Jefferson College,1336,2,21,11,0.8236,19772
New Mexico Institute of Mining and Technology,1333,6,33,11,0.2316,6416
Roberts Wesleyan College,1329,2,21,11,0.6461,15707
Nyack College,1329,2,21,11,0.9825,13019
Waynesburg University,1322,2,32,11,0.9145,12116
Nichols College,1319,1,21,11,0.8226,15324
Knox College,1318,3,32,11,0.7421,16402
Claremont McKenna College,1318,8,21,11,0.0931,35861
Carlow University,1314,2,11,10,0.8664,19080
Southwestern College,1314,4,32,7,0.5553,12550
Pennsylvania State University-Penn State Brandywine,1313,2,21,9,0.8685,5863
Freed-Hardeman University,1311,5,32,11,0.9316,8938
The University of Montana-Western,1310,7,33,10,0.6025,6517
Dillard University,1309,5,11,11,0.6071,12151
Johnson & Wales University-North Miami,1309,5,21,11,0.8352,15363
American International College,1307,1,12,11,0.6839,16040
Fisher College,1306,1,11,9,0.6728,12757
Haverford College,1305,2,21,11,0.1879,29650
Juniata College,1304,2,32,11,0.7017,17817
Cedar Crest College,1303,2,12,10,0.5719,18240
Virginia Wesleyan University,1302,5,11,11,0.7041,16089
Shaw University,1302,5,11,11,0.5236,14841
West Virginia University Institute of Technology,1295,5,13,10,0.6065,9805
University of Mobile,1294,5,41,11,0.4704,10177
Dunwoody College of Technology,1294,4,11,9,0.6994,20342
Immaculata University,1285,2,21,10,0.8076,16308
Chestnut Hill College,1284,2,11,10,0.9603,15722
Saint Martin's University,1284,8,22,11,0.9563,18082
Catawba College,1283,5,22,11,0.5162,22476
Austin College,1279,6,13,11,0.5532,12301
Dean College,1275,1,21,11,0.8286,18069
Concordia University-Nebraska,1268,4,32,11,0.6791,10836
Northwest Nazarene University,1268,7,22,11,0.7094,10007
University of Sioux Falls,1268,4,12,11,0.9125,11334
Westmont College,1266,8,22,11,0.6241,21257
Birmingham-Southern College,1265,5,12,11,0.5666,11383
Dominican University of California,1264,8,13,10,0.8717,24774
Geneva College,1263,2,21,11,0.6332,12990
Bluefield State College,1263,5,32,9,0.9454,3455
La Roche University,1262,2,21,10,0.9939,15301
Massachusetts College of Liberal Arts,1260,1,31,11,0.7369,6495
Wilmington College,1253,3,41,11,0.8459,10755
Spring Hill College,1252,5,12,11,0.6577,12357
Mary Baldwin University,1248,5,13,10,0.9991,13260
University of Pittsburgh-Bradford,1246,2,33,11,0.4913,9851
William Jessup University,1246,8,41,11,0.5853,15084
Bethel University,1244,3,13,11,0.9233,13280
Oglethorpe University,1241,5,21,11,0.6164,12798
Centenary University,1241,2,21,11,0.6682,15706
Morningside College,1240,4,13,11,0.5758,10759
Kentucky State University,1233,5,32,10,0.7217,7715
Thaddeus Stevens College of Technology,1233,2,13,2,0.773,5784
Stanbridge University,1230,8,11,9,0.5295,23033
University of the Sciences,1225,2,11,10,0.6327,27115
Piedmont College,1217,5,32,11,0.5961,13170
University of Alaska Southeast,1216,8,33,9,0.6333,7626
Carrington College-Sacramento,1214,8,21,2,0.887,15521
Beloit College,1212,3,13,11,0.564,17607
Midland University,1212,4,32,11,0.5207,12936
Shorter University,1211,5,13,11,0.5652,10363
Carroll College,1210,7,33,11,0.7833,16405
Schreiner University,1207,6,33,11,0.9122,12622
Newberry College,1205,5,32,11,0.6634,10825
Alverno College,1204,3,11,9,0.6978,19483
Martinsburg College,1203,5,22,1,1.0,10174
Concordia College-New York,1202,2,21,10,0.8133,27360
Hendrix College,1192,5,13,11,0.7217,10750
Avila University,1191,4,11,10,0.5456,13285
Keystone College,1190,2,21,10,0.706,13668
Malone University,1188,3,13,11,0.6969,11545
The University of Virginia's College at Wise,1187,5,32,11,0.7742,6228
Manchester University,1186,3,32,11,0.5932,16126
Mount Saint Joseph University,1185,3,21,10,0.6032,16239
The Master's University and Seminary,1185,8,21,11,0.7688,13486
St. Thomas Aquinas College,1180,2,21,11,0.76,25852
Southern Wesleyan University,1179,5,21,10,0.5364,12219
West Virginia Wesleyan College,1176,5,33,11,0.7017,11806
Hampshire College,1175,1,21,11,0.6285,22675
Colegio Universitario de San Juan,1174,9,11,9,0.9362,383
Westminster College,1173,2,31,11,0.6642,11949
Universidad Central de Bayamon,1169,9,21,9,0.71,7947
AdventHealth University,1166,5,11,9,0.8689,15360
Hartwick College,1165,2,33,11,0.8334,22425
Wesley College,1163,2,13,11,0.6182,14819
MidAmerica Nazarene University,1160,4,21,11,0.5853,12366
Columbia College,1159,5,12,10,0.9590000000000001,10898
Pontifical Catholic University of Puerto Rico-Mayaguez,1155,9,13,9,0.9620000000000001,11829
Mount Aloysius College,1155,2,31,10,0.9163,13948
Livingstone College,1148,5,22,11,0.4164,12403
Central Methodist University-College of Liberal Arts and Sciences,1147,4,32,11,0.9336,19447
Virginia Union University,1132,5,12,11,0.4375,11883
Anna Maria College,1131,1,41,10,0.7362,15013
Lycoming College,1131,2,13,11,0.6559999999999999,10560
Mars Hill University,1130,5,21,11,0.5737,10847
College of Our Lady of the Elms,1127,1,21,10,0.6747,13769
William Penn University,1127,4,33,11,0.5524,9787
Universidad Adventista de las Antillas,1125,9,22,10,0.9907,6715
Graceland University-Lamoni,1125,4,43,11,0.5806,13000
Ferrum College,1121,5,42,11,0.754,13979
Florida Memorial University,1117,5,21,11,0.3319,14878
Dickinson State University,1114,4,33,9,0.6642,6080
Albertus Magnus College,1113,1,12,10,0.5807,12493
Gallaudet University,1112,2,11,11,0.5706,13462
Cardinal Stritch University,1107,3,21,10,0.7094,13794
Maryville College,1106,5,21,11,0.5452,9866
Hanover College,1099,3,32,11,0.7934,12231
Huston-Tillotson University,1084,6,11,10,0.4689,12643
Otis College of Art and Design,1080,8,11,9,0.9441,33696
Ohio Dominican University,1080,3,11,11,0.7535,12829
McMurry University,1080,6,12,11,0.4124,14705
Huntingdon College,1078,5,12,7,0.5841,11149
Central College,1076,4,32,11,0.6999,14664
Newman University,1073,4,11,10,0.6182,8994
Pitzer College,1072,8,21,11,0.1333,50757
Hampden-Sydney College,1072,5,42,11,0.5903,17893
United States Coast Guard Academy,1071,0,13,11,0.1907,16969
Friends University,1071,4,11,10,0.4735,13100
Ave Maria University,1070,5,42,11,0.8295,7898
Chamberlain University-Georgia,1068,5,12,6,0.1875,24415
EDP University of Puerto Rico Inc-San Sebastian,1064,9,21,6,0.8522,7417
Hood College,1063,2,13,11,0.7138,15101
Chatham University,1059,2,11,11,0.5538,17678
Woodbury University,1051,8,11,9,0.6566,27284
Franciscan Missionaries of Our Lady University,1049,5,12,6,0.5920000000000001,16261
Scripps College,1048,8,21,11,0.2424,36851
Heidelberg University,1044,3,32,11,0.7308,13103
Pacific Union College,1038,8,41,11,0.4944,16868
Wisconsin Lutheran College,1037,3,11,8,0.8039,12131
Midway University,1036,5,42,10,0.6059,12130
University of Maine at Fort Kent,1033,1,43,6,0.9502,6098
Baptist Memorial College of Health Sciences,1032,5,11,6,0.5887,15362
Columbus College of Art and Design,1031,3,11,10,0.8849,20808
Eastern Mennonite University,1030,5,13,11,0.5920000000000001,16768
Point University,1029,5,32,10,0.5318,9966
Earlham College,1025,3,32,11,0.6522,11586
Cornell College,1022,4,31,11,0.6102,16457
Central Penn College,1020,2,21,6,0.7240000000000001,22820
Coker University,1017,5,32,11,0.6255,12295
California State University Maritime Academy,1016,8,12,11,0.6652,7631
Lourdes University,1014,3,21,10,0.8946,12665
Valley City State University,1006,4,33,10,0.737,6134
Northwestern College,1006,4,32,11,0.7143,11692
California Institute of the Arts,1003,8,21,10,0.2297,28168
Union College,1003,5,33,10,0.5634,9585
Doane University,1002,4,32,11,0.6827,12588
Judson University,999,3,12,10,0.7101,10505
United States Merchant Marine Academy,996,0,21,8,0.21899999999999997,0
Musicians Institute,992,8,11,6,0.7564,24170
Emory University-Oxford College,992,5,21,2,0.2495,25265
Young Harris College,990,5,43,11,0.6345,8499
Transylvania University,987,5,11,8,0.8881,15271
St. Thomas University,986,5,21,10,0.515,14647
Olivet College,986,3,42,11,0.7131,12344
Marietta College,985,3,31,11,0.6903,16544
Houghton College,981,2,43,11,0.9509,13068
Huntington University,981,3,32,11,0.8319,12508
Maine Maritime Academy,979,1,42,11,0.5502,19910
Culver-Stockton College,975,4,43,11,0.46399999999999997,10679
Trinity Christian College,974,3,21,11,0.6423,14562
Presbyterian College,973,5,32,11,0.6885,17015
Rockford University,972,3,12,10,0.4903,15223
Illinois College,971,3,32,8,0.7593,11456
Covenant College,971,5,41,11,0.9717,14193
Pennsylvania State University-Penn State Scranton,970,2,21,6,0.8228,5497
Montana State University-Northern,970,7,33,7,1.0,5468
Corban University,970,8,12,11,0.9091,11424
Johnson & Wales University-Denver,969,7,11,11,0.8677,15046
Edward Waters College,968,5,11,11,0.5554,5277
Agnes Scott College,966,5,21,8,0.7040000000000001,13239
Barton College,965,5,31,8,0.3962,14395
Emory & Henry College,964,5,41,11,0.6952,15007
DeVry College of New York,963,2,11,9,0.9157,20996
Hastings College,962,4,32,11,0.642,8567
Southern Virginia University,961,5,32,8,0.6925,11839
Georgetown College,961,5,31,11,0.4795,10362
Lincoln College,960,3,32,7,0.7953,8769
Spalding University,955,5,11,10,0.9595,17049
Lees-McRae College,952,5,42,8,0.5718,9087
California Institute of Technology,948,8,12,11,0.0662,18877
Chamberlain University-Florida,946,5,11,6,0.7857,24333
Oregon State University-Cascades Campus,946,8,13,-2,0.7799,4290
Averett University,943,5,32,8,0.6061,16063
Tennessee Wesleyan University,943,5,32,7,0.5952,9442
The College of Idaho,939,7,22,8,0.49200000000000005,11763
Greenville University,938,3,32,11,0.4839,11636
St. Joseph's College-New York,937,2,11,6,0.6977,18186
Louisiana College,934,5,23,11,0.7847,10243
Concordia University-Ann Arbor,927,3,12,8,0.4885,14927
Hiram College,926,3,31,8,0.5761,16145
Franklin College,925,3,21,8,0.7544,13246
Northwest University,922,8,21,11,0.9521,17644
North Central University,921,4,11,8,0.9004,12198
Brescia University,918,5,13,7,0.3855,11191
Quincy University,916,3,33,8,0.6815,8332
Richard Bland College,912,5,41,2,0.5765,2230
Rochester University,907,3,21,7,1.0,12666
Oklahoma Wesleyan University,905,6,32,7,0.6773,12661
Monmouth College,901,3,32,11,0.6937,12151
Pfeiffer University,900,5,42,8,0.6453,12209
The Christ College of Nursing and Health Sciences,896,3,11,6,0.6364,11539
Warner University,896,5,41,10,0.3539,11900
Howard Payne University,895,6,33,8,0.5793,12821
Grace Christian University,895,3,13,6,0.2837,8179
Converse College,893,5,13,11,0.5852,8785
University of North Carolina School of the Arts,890,5,12,8,0.3823,14580
William Woods University,889,4,32,11,0.6391,8673
Pennsylvania State University-Penn State York,888,2,22,6,0.8534,6203
Life University,888,5,13,11,0.9363,20119
Bluefield College,887,5,32,7,0.9536,10149
Harvey Mudd College,886,8,21,8,0.1448,31809
Johnson & Wales University-Online,886,1,12,6,0.425,7220
Le Moyne-Owen College,884,5,11,7,0.9284,10055
Toccoa Falls College,884,5,32,11,0.6028,10216
William Peace University,881,5,11,8,0.5713,14497
Wabash College,881,3,32,8,0.6497,14777
Fontbonne University,881,4,21,10,0.8144,15275
Rocky Mountain College,879,7,12,8,0.5845,14223
Mayville State University,878,4,43,7,0.8608,6051
University of Jamestown,877,4,33,11,0.615,10212
University of Providence,876,7,13,7,0.5636,10031
Maria College of Albany,876,2,13,6,0.39799999999999996,16576
The Southern Baptist Theological Seminary,874,5,11,10,0.6729999999999999,8798
Mount Carmel College of Nursing,873,3,11,6,0.7818,16478
DigiPen Institute of Technology,873,8,13,9,0.5665,24187
Notre Dame de Namur University,871,8,21,10,0.8152,18765
Spartanburg Methodist College,868,5,22,2,0.5795,8998
University of Saint Joseph,865,1,13,11,0.7235,21573
University of Holy Cross,863,5,11,6,0.3534,14993
University of the Ozarks,862,5,33,8,0.5232,8782
LaGrange College,858,5,32,8,0.4818,14245
Albany College of Pharmacy and Health Sciences,857,2,13,11,0.7189,24852
West Coast University-Miami,854,5,21,6,1.0,16138
Hodges University,853,5,21,6,0.7655,18484
Colby-Sawyer College,851,1,42,8,0.8963,10624
Rust College,846,5,32,8,0.5322,10534
Cooper Union for the Advancement of Science and Art,845,2,11,6,0.1602,11887
MIAT College of Technology,845,3,21,2,0.6892,7968
Laboure College,845,1,21,6,0.1807,30359
Crown College,844,4,41,10,0.5507,12245
Pennsylvania State University-Penn State Lehigh Valley,841,2,21,6,0.8536,6139
University of Connecticut-Waterbury Campus,840,1,22,-2,0.9666,2524
DeVry University-Georgia,838,5,21,6,0.9459,20739
Washington Adventist University,836,2,21,8,0.5194,14910
Notre Dame of Maryland University,835,2,11,10,0.8763,17597
Concorde Career College-Grand Prairie,835,6,21,2,0.9733,14398
Wilson College,832,2,13,7,0.9187,10450
Wright State University-Lake Campus,832,3,41,6,0.9944,5782
University of Puerto Rico-Utuado,831,9,41,9,0.4038,648
University of South Carolina-Lancaster,830,5,32,2,0.6679999999999999,2792
Truett McConnell University,830,5,32,11,0.9306,9159
Goshen College,825,3,13,8,0.6603,14728
Bryan College-Dayton,824,5,32,11,0.5133,10625
Chamberlain University-Texas,823,6,11,6,0.2308,24395
Plaza College,823,2,11,6,0.302,13114
Alderson Broaddus University,823,5,32,8,0.4253,12234
Cazenovia College,822,2,31,8,0.8215,9748
Wheeling University,820,5,13,8,0.8634,14928
University of Science and Arts of Oklahoma,817,6,32,8,0.5304,2848
College of Saint Mary,810,4,11,10,0.521,13516
New College of Florida,808,5,13,8,0.7679,953
The College of Westchester,806,2,13,6,0.9672,20774
Martin Luther College,803,4,32,8,0.8926,13819
William Jewell College,803,4,21,8,0.4597,11774
Millsaps College,793,5,12,8,0.5931,12838
Martin Methodist College,792,5,32,7,0.9961,9919
West Coast University-Dallas,792,6,11,6,1.0,21565
University of Maine at Presque Isle,791,1,41,7,0.9164,4594
Emmanuel College,788,5,32,8,0.4197,10579
Elmira College,787,2,13,8,0.8445,17637
Ripon College,787,3,32,8,0.69,15608
MTI College,787,8,21,2,0.7857,11220
Kentucky Wesleyan College,783,5,13,8,0.6416,11205
Bethany College,781,4,33,8,0.6776,1771
Milligan College,780,5,22,11,0.8340000000000001,13659
Concorde Career College-Aurora,778,7,11,2,0.7273,18437
Cairn University-Langhorne,776,2,21,8,0.7607,8907
Nebraska Methodist College of Nursing & Allied Health,775,4,11,6,0.907,14948
Radford University-Carilion,774,5,13,6,0.2995,19905
Hallmark University,773,6,11,6,0.5155,12385
Saint Augustine's University,767,5,11,8,0.6341,14048
Mills College,757,8,11,11,0.8554,19045
Davis & Elkins College,756,5,33,8,0.3695,9829
Greensboro College,755,5,11,8,0.4446,11511
Southwestern Adventist University,755,6,31,8,0.5533,13900
Milwaukee Institute of Art & Design,753,3,11,7,0.6401,20849
College of Saint Elizabeth,751,2,21,7,0.7255,17652
Johnson University,748,5,41,8,0.7126,11158
Dakota Wesleyan University,743,4,33,8,0.7355,11013
Fisk University,743,5,11,8,0.7149,8505
Hope International University,743,8,21,10,0.2945,12251
Paul Smiths College of Arts and Science,740,2,42,8,0.8618,13372
Concorde Career College-San Bernardino,737,8,12,2,0.7972,13178
Unity College,734,1,43,8,0.9426,17539
University of Saint Mary,732,4,31,10,0.6135,14174
Clarke University,731,4,13,8,0.8248,16303
Goldey-Beacom College,730,2,21,10,0.5323,12024
Haskell Indian Nations University,730,4,13,8,0.6759999999999999,463
University of Advancing Technology,730,6,12,7,0.8266,15504
Hilbert College,725,2,21,7,0.8358,12852
Mercy College of Health Sciences,724,4,12,6,0.9505,18695
AmeriTech College-Draper,723,7,21,6,0.6807,17217
Bennington College,720,1,32,8,0.5703,27805
Tougaloo College,719,5,12,8,0.9147,6931
Minneapolis College of Art and Design,717,4,11,7,0.6263,21100
McPherson College,716,4,33,8,0.7709,10930
Montreat College,714,5,21,7,0.5521,11743
Westminster College,712,4,32,8,0.9446,9358
Pennsylvania State University-Penn State Mont Alto,710,2,31,8,0.7617,7576
Saint Mary-of-the-Woods College,707,3,41,7,0.721,13270
Ottawa University-Ottawa,706,4,32,8,0.7815,13778
Menlo College,706,8,21,8,0.4548,18298
Arizona Christian University,705,6,11,7,0.5644,11155
Laguna College of Art and Design,705,8,41,6,0.8093,20583
Concorde Career Institute-Jacksonville,704,5,11,2,0.7212,13338
Thiel College,704,2,31,8,0.7609999999999999,13078
Lake Erie College,703,3,21,8,0.65,11579
University of New Hampshire at Manchester,703,1,12,6,0.6757,12069
Concorde Career College-Dallas,701,6,11,2,0.7821,15635
Trinity International University-Illinois,699,3,21,10,0.7303,10936
Cox College,698,4,12,6,1.0,15403
Brevard College,698,5,31,8,0.4609,13111
Metropolitan College of New York,697,2,11,9,0.7895,17551
Union College,696,4,11,8,0.9606,16040
Herzing University-Atlanta,694,5,11,6,0.9556,13790
Chamberlain University-Arizona,691,6,11,6,0.2727,24707
Stillman College,689,5,12,8,0.3859,7563
Methodist College,687,3,12,6,0.3919,22116
Bay State College,684,1,11,6,0.6927,18017
University of South Carolina-Sumter,682,5,13,2,0.6256,2940
Presentation College,681,4,33,7,0.9656,15055
Mount Mary University,681,3,11,10,0.6198,14961
Hannibal-LaGrange University,677,4,33,8,0.5364,9620
Chamberlain University-New Jersey,677,2,21,-2,0.4545,25141
Concorde Career College-San Antonio,676,6,11,2,0.9228,15523
Salem College,674,5,12,8,0.3947,9006
Simpson University,667,8,13,8,0.5,15211
Hollins University,666,5,22,8,0.6392,10485
Kansas City Art Institute,665,4,11,7,0.6920000000000001,19228
Concorde Career College-San Diego,664,8,11,2,0.9066,14747
Central Baptist College,663,5,13,7,0.6074,9880
Bluffton University,659,3,32,8,0.4202,11187
North-West College-West Covina,658,8,21,2,1.0,9116
Eastern Nazarene College,658,1,21,8,0.6368,9620
Cleveland Institute of Art,658,3,11,7,0.7346,21619
Lyon College,655,5,33,8,0.4986,9961
Thomas University,651,5,32,6,0.4783,17579
Kansas Wesleyan University,650,4,33,8,0.4681,12671
DeVry University-Ohio,649,3,11,6,0.9286,26634
Baptist Health College Little Rock,648,5,12,2,0.6667,4647
Clarkson College,646,4,11,6,0.4068,14338
Alice Lloyd College,644,5,43,8,0.2778,8647
Wilberforce University,643,3,41,8,0.6737,16692
Manor College,643,2,21,1,0.9382,17917
Long Island Business Institute,637,2,11,2,0.7422,12168
Pennsylvania State University-Penn State Fayette- Eberly,637,2,23,6,0.8045,6850
Newbury College,635,1,21,7,0.7676,14288
Warren Wilson College,635,5,21,8,0.8559,14350
St. Andrews University,634,5,32,8,0.4068,11124
Pennsylvania State University-Penn State Hazleton,634,2,23,8,0.8584,8142
Carrington College-San Jose,629,8,11,2,0.9341,15990
Holy Names University,626,8,11,8,0.7004,16036
Cornish College of the Arts,623,8,11,7,0.7746,26035
Maranatha Baptist University,623,3,31,8,0.9079999999999999,12099
Ursuline College,621,3,21,7,0.9034,18255
Blue Mountain College,618,5,42,8,0.9293,5854
Concorde Career College-North Hollywood,617,8,11,2,0.8384,13702
Webber International University,613,5,31,8,0.4012,12384
University of South Carolina-Salkehatchie,613,5,41,2,0.7209,2147
Kettering College,610,3,21,6,0.2663,12903
Advanced Technology Institute,609,5,11,1,0.7813,19014
Concorde Career College-Garden Grove,609,8,21,2,0.9732,13928
Concorde Career College-Kansas City,606,4,11,6,0.9514,13349
Ozark Christian College,600,4,13,7,0.5755,8922
Tabor College,600,4,33,8,0.5748,9943
Bethany Lutheran College,599,4,13,8,0.7787,11784
Ottawa University-Surprise,598,6,21,-2,0.4663,13803
Louisburg College,594,5,31,2,0.8638,10979
Iowa Wesleyan University,594,4,33,8,0.5802,10588
Cincinnati Christian University,592,3,11,8,0.4158,9279
Five Towns College,590,2,21,7,0.413,11728
Cogswell College,589,8,11,7,0.5787,22207
Mitchell College,588,1,13,8,0.8286,28741
Instituto Tecnologico de Puerto Rico-Recinto de Manati,588,9,21,2,0.8367,746
Midwestern Baptist Theological Seminary,588,4,11,10,0.9561,5924
JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools-School of Nursing,587,2,21,-2,0.7391,19441
Randolph College,587,5,13,8,0.8668,12963
Mount Marty College,584,4,33,7,0.6922,10438
Southern California Institute of Technology,584,8,11,6,0.5964,7842
DeVry University-Florida,580,5,21,6,0.9524,19985
Pennsylvania State University-Penn State Beaver,576,2,21,7,0.6433,8055
Hult International Business School,574,1,12,10,0.5709,25412
Erskine College,572,5,42,8,0.5824,8741
University of Valley Forge,571,2,21,8,0.5893,11902
Sterling College,568,4,42,8,0.4052,10939
Pennsylvania State University-Penn State New Kensington,567,2,41,6,0.8005,7691
Bryan College of Health Sciences,566,4,11,6,0.4,17790
Pennsylvania State University-Penn State Schuylkill,564,2,32,7,0.7367,6746
Oakland City University,563,3,32,8,0.49700000000000005,23285
Northland College,563,3,33,8,0.5096,10505
Blackburn College,561,3,32,8,0.5155,12946
Concorde Career Institute-Miramar,559,5,21,2,0.7458,14186
Eureka College,557,3,31,8,0.5728,13367
Chamberlain University-Ohio,557,3,11,6,0.7059,23485
Wesleyan College,557,5,12,8,0.4787,11015
Southwestern Christian University,556,6,21,7,0.8014,10034
Bethany College,555,5,41,8,0.9077,10562
Northwest Christian University,555,8,12,7,0.6242,10051
Moore Norman Technology Center,551,6,41,-2,0.8352,885
Paul Quinn College,549,6,11,8,0.9009,7602
MacMurray College,548,3,32,8,0.5535,11369
Stephens College,548,4,12,8,0.5886,13930
Rosemont College,544,2,21,8,0.8866,13160
Herzing University-Birmingham,544,5,21,6,0.95,13723
Centenary College of Louisiana,544,5,12,8,0.5969,12393
University of Connecticut-Avery Point,542,1,22,-2,0.9208,9009
Villa Maria College,538,2,13,6,0.7463,15317
Herzing University-Winter Park,537,5,21,6,0.9412,14833
Chamberlain University-Missouri,535,4,21,6,0.4545,24909
Good Samaritan College of Nursing and Health Science,532,3,11,6,0.4444,15637
Clarks Summit University,531,2,21,7,0.5071,9032
The King's College,529,2,11,8,0.5382,13771
Columbia International University,526,5,12,8,0.3339,11086
Defiance College,520,3,32,8,0.524,15894
Southeastern Baptist Theological Seminary,520,5,21,10,0.9014,7398
University of Minnesota-Rochester,519,4,12,8,0.4954,15012
Manhattan School of Music,511,2,11,11,0.3784,32392
Pontifical Catholic University of Puerto Rico-Arecibo,510,9,23,6,0.9924,13921
Florida College,506,5,21,8,0.7372,18379
Chamberlain University-Virginia,506,5,12,6,0.1667,24262
Life Pacific University,504,8,21,8,0.9568,10917
Kentucky Christian University,502,5,32,8,0.3744,9015
Arizona College-Las Vegas,500,8,11,-2,0.8831,22591
Holy Cross College,498,3,21,8,0.8827,13805
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,498,9,13,2,0.8678,602
Piedmont International University,496,5,12,7,0.3448,6974
Yeshivath Viznitz,492,2,21,8,0.9909,5860
Voorhees College,491,5,32,8,0.6545,9641
Concorde Career Institute-Tampa,488,5,11,2,0.9146,13867
The Juilliard School,487,2,11,8,0.0762,17027
DeVry University-Texas,481,6,12,6,0.9375,29304
Pennsylvania State University-Penn State DuBois,476,2,33,6,0.8459,7662
Brewton-Parker College,476,5,42,8,0.9678,9762
Pacific Oaks College,476,8,12,6,0.3095,23761
Carrington College-Phoenix North,475,6,11,2,0.8951,10702
St. John's College,474,2,21,8,0.5761,14452
Cleary University,474,3,22,6,0.5797,12250
Bennett College,469,5,11,8,0.9634,4933
Westcliff University,468,8,11,9,0.7028,3852
St Louis College of Health Careers-Fenton,467,4,21,6,1.0,10209
Carolinas College of Health Sciences,466,5,11,1,0.2632,10749
American College of Healthcare Sciences,464,8,11,6,1.0,10814
Wells College,463,2,42,8,0.7871,13832
Concorde Career Institute-Orlando,462,5,11,1,0.7197,15561
Williams Baptist University,460,5,42,8,0.5639,8050
Pennsylvania State University-Penn State Greater Allegheny,456,2,21,7,0.8728,10673
New Castle School of Trades,454,2,41,2,1.0,7295
Paine College,453,5,12,8,0.3972,10037
Herzing University-Akron,452,3,21,6,1.0,15430
Central Yeshiva Tomchei Tmimim Lubavitz,449,2,11,8,1.0,6326
San Diego Christian College,448,8,21,7,0.6013,19997
Pacific Northwest College of Art,448,8,11,7,0.9309,20652
SUM Bible College and Theological Seminary,447,8,41,6,0.6599,5656
Concorde Career College-Portland,446,8,11,1,0.882,13944
The New England Conservatory of Music,445,1,11,8,0.3647,36124
Fox College,443,3,21,1,0.6916,15096
Bethel College-North Newton,442,4,32,8,0.441,12678
Principia College,441,3,41,8,0.9195,6228
Escuela de Artes Plasticas y Diseno de Puerto Rico,441,9,11,6,0.9390000000000001,1316
Professional Skills Institute,440,3,21,1,0.7826,9801
Herzing University-Minneapolis,435,4,21,6,0.94,13014
Neumont College of Computer Science,430,7,12,8,0.8408,18789
Instituto Tecnologico de Puerto Rico-Recinto de Ponce,430,9,12,-2,0.987,206
Soka University of America,428,8,21,8,0.3896,6047
Carrington College-Boise,428,7,12,1,0.9565,15990
Capitol Technology University,427,2,21,7,0.6890000000000001,22197
Yeshiva of Machzikai Hadas,427,2,11,6,0.9529,7150
Herzing University-Kenosha,426,3,22,6,0.8718,12658
Green Mountain College,425,1,42,8,0.7158,15513
Urbana University,424,3,31,7,0.9942,5014
Instituto Tecnologico de Puerto Rico-Recinto de San Juan,422,9,11,2,0.9828,1495
Johnson College,422,2,13,1,0.9643,17792
Rosedale Technical College,417,2,21,1,0.8109,10827
University of the Southwest,416,6,41,7,0.4478,11089
Herzing University-Kenner,412,5,21,6,1.0,13125
New Mexico Military Institute,412,6,33,1,0.3741,10076
American Institute of Alternative Medicine,410,3,11,6,0.8,10185
Naropa University,409,7,12,7,0.9845,21913
Thomas Aquinas College,407,8,42,8,0.7773,15108
Finlandia University,405,3,33,8,0.3203,15444
Herzing University-Brookfield,404,3,21,6,0.9896,13721
South Hills School of Business & Technology,404,2,13,1,0.9771,14209
HCI College,404,5,21,1,0.8182,13293
